layer_idx,conv_type,naive_aggregations,actual_aggregations,saved_aggregations,saved_ratio,rec_num_edges,rec_num_unique_edges,rec_num_recurring_edges,rec_recurring_ratio,cache_hits,cache_hit_ratio,lcs_num_edges_total,lcs_num_edges_kept,lcs_num_edges_pruned,lcs_pruned_ratio,lcs_threshold
0,GatedDirGCNConv,49278.0,10.0,49268.0,0.9997970696862697,49278,49278,0,0.0,0,0.0,49278,10,49268,0.9997970696862697,0.5
1,GatedDirGCNConv,49278.0,49278.0,0.0,0.0,49278,49278,0,0.0,0,0.0,49278,49278,0,0.0,0.5
2,GatedDirGCNConv,49278.0,2757.0,46521.0,0.9440521125045659,49278,49278,0,0.0,0,0.0,49278,2757,46521,0.9440521125045659,0.5
