layer_idx,conv_type,naive_aggregations,actual_aggregations,saved_aggregations,saved_ratio,rec_num_edges,rec_num_unique_edges,rec_num_recurring_edges,rec_recurring_ratio,cache_hits,cache_hit_ratio,lcs_num_edges_total,lcs_num_edges_kept,lcs_num_edges_pruned,lcs_pruned_ratio,lcs_threshold
0,GatedDirGCNConv,234355.0,212990.0,21365.0,0.09116511275628854,234355,234355,0,0.0,0,0.0,234355,212990,21365,0.09116511275628854,0.5
1,GatedDirGCNConv,234355.0,232771.0,1584.0,0.006758976766017367,234355,234355,0,0.0,0,0.0,234355,232771,1584,0.006758976766017367,0.5
2,GatedDirGCNConv,234355.0,174665.0,59690.0,0.25469906765377315,234355,234355,0,0.0,0,0.0,234355,174665,59690,0.25469906765377315,0.5
