layer_idx,conv_type,naive_aggregations,actual_aggregations,saved_aggregations,saved_ratio,rec_num_edges,rec_num_unique_edges,rec_num_recurring_edges,rec_recurring_ratio,cache_hits,cache_hit_ratio,lcs_num_edges_total,lcs_num_edges_kept,lcs_num_edges_pruned,lcs_pruned_ratio,lcs_threshold
0,GatedDirGCNConv,41200.0,41133.0,67.0,0.0016262135922330096,41200,41142,58,0.0014077669902912622,58,0.0014077669902912622,41200,41191,9,0.00021844660194174757,0.5
1,GatedDirGCNConv,41200.0,34815.0,6385.0,0.1549757281553398,41200,41142,58,0.0014077669902912622,58,0.0014077669902912622,41200,34863,6337,0.15381067961165049,0.5
2,GatedDirGCNConv,41200.0,41142.0,58.0,0.0014077669902912622,41200,41142,58,0.0014077669902912622,58,0.0014077669902912622,41200,41200,0,0.0,0.5
