train_loss,train_f1,train_prec,train_rec,train_acc,val_f1,val_prec,val_rec,val_acc,epoch,step,test_f1,test_prec,test_rec,test_acc
82882.3515625,0.39630335569381714,0.5056731104850769,0.5182271003723145,0.49250805377960205,0.39408358931541443,0.5052036046981812,0.5168416500091553,0.48957473039627075,0,0,,,,
83701.890625,0.39451029896736145,0.5038359761238098,0.5123261213302612,0.4914586544036865,0.39402785897254944,0.5055384635925293,0.5179226398468018,0.48900702595710754,1,1,,,,
80666.5078125,0.3974994122982025,0.5050314664840698,0.5161740183830261,0.4958110451698303,0.40364325046539307,0.5102477669715881,0.5332003831863403,0.501703143119812,2,2,,,,
82294.5546875,0.40165430307388306,0.50809246301651,0.5260164737701416,0.49987098574638367,0.404483437538147,0.5102670192718506,0.5332675576210022,0.5033546686172485,3,3,,,,
80868.2421875,0.4007294476032257,0.5087195634841919,0.5280217528343201,0.4971528947353363,0.4033283591270447,0.5100926160812378,0.5326967835426331,0.5012902617454529,4,4,,,,
82135.28125,0.4025963544845581,0.5104146599769592,0.5334677696228027,0.4985463321208954,0.40348905324935913,0.5079842209815979,0.5258761644363403,0.5045933127403259,5,5,,,,
80337.8984375,0.40295907855033875,0.5084280967712402,0.527099609375,0.5020213723182678,0.4033164381980896,0.5083519220352173,0.5270662903785706,0.5037159323692322,6,6,,,,
76306.2578125,0.40396812558174133,0.5105557441711426,0.5339310169219971,0.5010752081871033,0.4021313786506653,0.5075425505638123,0.5244426727294922,0.5024772882461548,7,7,,,,
70930.5234375,0.40489059686660767,0.5088450908660889,0.5284451246261597,0.5053243637084961,0.4084220826625824,0.5122417211532593,0.5396737456321716,0.5084640979766846,8,8,,,,
74816.5703125,0.40850400924682617,0.5115885138511658,0.5372685790061951,0.5086961984634399,0.40882667899131775,0.5125600695610046,0.5407055616378784,0.5088253617286682,9,9,,,,
70347.90625,0.41428107023239136,0.5150837302207947,0.5485116243362427,0.5153193473815918,0.4146696627140045,0.5156047940254211,0.5505771636962891,0.5162056088447571,10,10,,,,
72997.2265625,0.4138226807117462,0.5133741497993469,0.5430102348327637,0.516850471496582,0.4109477400779724,0.5127221941947937,0.5412343144416809,0.5128509402275085,11,11,,,,
